amfi_code,date,nav
120003,2022-10-29,138.17
120003,2022-11-05,141.17
120003,2022-11-12,140.57
120003,2022-11-19,141.92
120003,2022-11-26,144.3
120003,2022-12-03,147.19
120003,2022-12-10,146.59
120003,2022-12-17,146.61
120003,2022-12-24,145.43
120003,2022-12-31,145.04
120003,2023-01-07,143.17
120003,2023-01-14,146.12
120003,2023-01-21,148.33
120003,2023-01-28,146.79
120003,2023-02-04,147.05
120003,2023-02-11,149.33
120003,2023-02-18,149.34
120003,2023-02-25,152.08
120003,2023-03-04,152.44
120003,2023-03-11,153.03
120003,2023-03-18,154.1
120003,2023-03-25,152.36
120003,2023-04-01,150.5
120003,2023-04-08,152.94
120003,2023-04-15,154.78
120003,2023-04-22,153.83
120003,2023-04-29,155.86
120003,2023-05-06,154.1
120003,2023-05-13,156.64
120003,2023-05-20,155.11
120003,2023-05-27,156.99
120003,2023-06-03,157.71
120003,2023-06-10,157.09
120003,2023-06-17,159.64
120003,2023-06-24,159.89
120003,2023-07-01,158.69
120003,2023-07-08,161.26
120003,2023-07-15,161.53
120003,2023-07-22,162.04
120003,2023-07-29,162.27
120003,2023-08-05,161.62
120003,2023-08-12,164.1
120003,2023-08-19,162.43
120003,2023-08-26,162.55
120003,2023-09-02,164.05
120003,2023-09-09,163.82
120003,2023-09-16,164.72
120003,2023-09-23,164.72
120003,2023-09-30,164.82
120003,2023-10-07,163.55
120003,2023-10-14,162.83
120003,2023-10-21,161.96
120003,2023-10-28,162.16
120003,2023-11-04,163.41
120003,2023-11-11,165.18
120003,2023-11-18,165.46
120003,2023-11-25,166.15
120003,2023-12-02,165.06
120003,2023-12-09,164.35
120003,2023-12-16,166.98
120003,2023-12-23,168.32
120003,2023-12-30,169.25
120003,2024-01-06,167.35
120003,2024-01-13,167.54
120003,2024-01-20,166.55
120003,2024-01-27,167.61
120003,2024-02-03,166.89
120003,2024-02-10,169.82
120003,2024-02-17,171.3
120003,2024-02-24,172.59
120003,2024-03-02,173.65
120003,2024-03-09,175.11
120003,2024-03-16,173.71
120003,2024-03-23,175.35
120003,2024-03-30,174.7
120003,2024-04-06,175.25
120003,2024-04-13,174.63
120003,2024-04-20,173.18
120003,2024-04-27,174.29
120003,2024-05-04,174.36
120003,2024-05-11,176.4
120003,2024-05-18,176.62
120003,2024-05-25,174.97
120003,2024-06-01,176.46
120003,2024-06-08,177.7
120003,2024-06-15,175.84
120003,2024-06-22,175.04
120003,2024-06-29,174.56
120003,2024-07-06,173.87
120003,2024-07-13,171.95
120003,2024-07-20,171.28
120003,2024-07-27,170.33
120003,2024-08-03,168.86
120003,2024-08-10,169.9
120003,2024-08-17,171.8
120003,2024-08-24,170.56
120003,2024-08-31,168.91
120003,2024-09-07,167.29
120003,2024-09-14,167.15
120003,2024-09-21,165.45
120003,2024-09-28,165.94
120003,2024-10-05,165.62
120003,2024-10-12,164.17
120003,2024-10-19,164.3
120003,2024-10-26,162.8
120003,2024-11-02,164.93
120003,2024-11-09,166.79
120003,2024-11-16,167.01
120003,2024-11-23,165.43
120003,2024-11-30,165.31
120003,2024-12-07,168.1
120003,2024-12-14,167.31
120003,2024-12-21,170.24
120003,2024-12-28,173.12
120003,2025-01-04,172.03
120003,2025-01-11,173.7
120003,2025-01-18,175.86
120003,2025-01-25,174.79
120003,2025-02-01,175.75
120003,2025-02-08,175.87
120003,2025-02-15,175.17
120003,2025-02-22,177.82
120003,2025-03-01,177.13
120003,2025-03-08,175.59
120003,2025-03-15,175.13
120003,2025-03-22,174.68
120003,2025-03-29,173.09
120003,2025-04-05,173.37
120003,2025-04-12,172.35
120003,2025-04-19,171.13
120003,2025-04-26,170.33
120003,2025-05-03,172.44
120003,2025-05-10,172.26
120003,2025-05-17,171.74
120003,2025-05-24,171.24
120003,2025-05-31,170.07
120003,2025-06-07,168.52
120003,2025-06-14,168.02
120003,2025-06-21,169.12
120003,2025-06-28,171.51
120003,2025-07-05,169.57
120003,2025-07-12,172.28
120003,2025-07-19,173.51
120003,2025-07-26,174.76
120003,2025-08-02,176.86
120003,2025-08-09,178.55
120003,2025-08-16,179.42
120003,2025-08-23,177.66
120003,2025-08-30,180.33
120003,2025-09-06,178.34
120003,2025-09-13,177.08
120003,2025-09-20,176.56
120003,2025-09-27,177.26
120003,2025-10-04,177.16
120003,2025-10-11,175.67
120003,2025-10-18,174.84
120003,2025-10-25,176.32
120003,2025-11-01,175.16
120003,2025-11-08,177.23
120003,2025-11-15,179.17
120003,2025-11-22,179.5
120003,2025-11-29,180.73
120003,2025-12-06,181.51
120003,2025-12-13,180.34
120003,2025-12-20,180.75
120003,2025-12-27,182.74
120004,2022-01-01,99.62
120004,2022-01-08,98.51
120004,2022-01-15,97.3
120004,2022-01-22,97.56
120004,2022-01-29,95.74
120004,2022-02-05,95.54
120004,2022-02-12,96.49
120004,2022-02-19,95.75
120004,2022-02-26,97.99
120004,2022-03-05,100.33
120004,2022-03-12,98.97
120004,2022-03-19,98.78
120004,2022-03-26,101.74
120004,2022-04-02,104.54
120004,2022-04-09,105.92
120004,2022-04-16,105.94
120004,2022-04-23,107.82
120004,2022-04-30,109.16
120004,2022-05-07,109.5
120004,2022-05-14,111.12
120004,2022-05-21,109.5
120004,2022-05-28,111.14
120004,2022-06-04,113.34
120004,2022-06-11,114.68
120004,2022-06-18,113.71
120004,2022-06-25,114.49
120004,2022-07-02,117.49
120004,2022-07-09,119.16
120004,2022-07-16,118.92
120004,2022-07-23,118.97
120004,2022-07-30,120.0
120004,2022-08-06,122.27
120004,2022-08-13,122.75
120004,2022-08-20,121.09
120004,2022-08-27,121.09
120004,2022-09-03,122.45
120004,2022-09-10,121.84
120004,2022-09-17,120.98
120004,2022-09-24,122.51
120004,2022-10-01,121.03
120004,2022-10-08,122.78
120004,2022-10-15,124.99
120004,2022-10-22,125.0
120004,2022-10-29,127.89
120004,2022-11-05,126.66
120004,2022-11-12,127.05
120004,2022-11-19,126.68
120004,2022-11-26,128.65
120004,2022-12-03,127.27
120004,2022-12-10,128.37
120004,2022-12-17,129.55
120004,2022-12-24,131.27
120004,2022-12-31,132.71
120004,2023-01-07,134.65
120004,2023-01-14,134.15
120004,2023-01-21,135.66
120004,2023-01-28,135.29
120004,2023-02-04,135.15
120004,2023-02-11,136.69
120004,2023-02-18,137.8
120004,2023-02-25,137.26
120004,2023-03-04,135.34
120004,2023-03-11,133.52
120004,2023-03-18,132.98
120004,2023-03-25,131.57
120004,2023-04-01,133.69
120004,2023-04-08,132.64
120004,2023-04-15,133.76
120004,2023-04-22,131.77
120004,2023-04-29,130.3
120004,2023-05-06,130.55
120004,2023-05-13,128.6
120004,2023-05-20,128.87
120004,2023-05-27,129.27
120004,2023-06-03,131.78
120004,2023-06-10,132.38
120004,2023-06-17,131.23
120004,2023-06-24,129.37
120004,2023-07-01,128.39
120004,2023-07-08,129.7
120004,2023-07-15,131.48
120004,2023-07-22,129.54
120004,2023-07-29,130.75
120004,2023-08-05,130.78
120004,2023-08-12,129.2
120004,2023-08-19,127.61
120004,2023-08-26,127.0
120004,2023-09-02,129.62
120004,2023-09-09,132.55
120004,2023-09-16,134.38
120004,2023-09-23,134.3
120004,2023-09-30,137.26
120004,2023-10-07,135.6
120004,2023-10-14,137.54
120004,2023-10-21,139.28
120004,2023-10-28,138.87
120004,2023-11-04,138.91
120004,2023-11-11,139.68
120004,2023-11-18,141.21
120004,2023-11-25,141.51
120004,2023-12-02,142.43
120004,2023-12-09,142.92
120004,2023-12-16,141.19
120004,2023-12-23,142.9
120004,2023-12-30,141.19
120004,2024-01-06,140.22
120004,2024-01-13,139.21
120004,2024-01-20,142.18
120004,2024-01-27,140.89
120004,2024-02-03,141.85
120004,2024-02-10,144.74
120004,2024-02-17,147.48
120004,2024-02-24,150.44
120004,2024-03-02,151.42
120004,2024-03-09,150.52
120004,2024-03-16,150.76
120004,2024-03-23,153.38
120004,2024-03-30,152.11
120004,2024-04-06,154.77
120004,2024-04-13,155.43
120004,2024-04-20,154.86
120004,2024-04-27,153.95
120004,2024-05-04,154.81
120004,2024-05-11,157.53
120004,2024-05-18,157.39
120004,2024-05-25,158.43
120004,2024-06-01,157.32
120004,2024-06-08,157.79
120004,2024-06-15,156.58
120004,2024-06-22,158.22
120004,2024-06-29,158.19
120004,2024-07-06,159.75
120004,2024-07-13,162.22
120004,2024-07-20,161.37
120004,2024-07-27,161.51
120004,2024-08-03,161.78
120004,2024-08-10,160.37
120004,2024-08-17,161.7
120004,2024-08-24,162.97
120004,2024-08-31,161.2
120004,2024-09-07,163.73
120004,2024-09-14,166.16
120004,2024-09-21,166.44
120004,2024-09-28,166.35
120004,2024-10-05,167.76
120004,2024-10-12,170.07
120004,2024-10-19,170.41
120004,2024-10-26,171.94
120004,2024-11-02,173.23
120004,2024-11-09,175.39
120004,2024-11-16,175.63
120004,2024-11-23,176.81
120004,2024-11-30,178.12
120004,2024-12-07,178.77
120004,2024-12-14,180.78
120004,2024-12-21,182.64
120004,2024-12-28,181.33
120004,2025-01-04,183.57
120004,2025-01-11,185.21
120004,2025-01-18,185.21
120004,2025-01-25,186.85
120004,2025-02-01,188.17
